,label,sentence
808,shame,Was accused of having hidden intentions in a situation when I á believed I was acting honestly and fairly.
7648,sadness,"When I was in primary 6, my father died.  I was very young then á and did not know what had happened.  The weeping of my relatives á and my tears made me sad."
5571,fear,A certain night during initiation. 
649,guilt,[ Can not think of anything.]
6540,anger,"It was at Malawi Army, Dormer Squadron, when some of my workmates á got promoted to Seargents (sgts); we were having similar á Ranks."
3444,joy,"I did a solo flight from Ardmore to Kaikohe before I got my pilot á licence. I can remember it was gorgeous day and I was on a á natural high, cruising up the coast with my maps and compasses á and gear. Other pilots had seen me off and wished me good luck á and it was a real adventure."
6136,anger,"A few days back a friend of mine poked me in the ribs for fun's á sake, though I had warned him an infinite number of times that it á really hurts me, he did it again.  I usually ignore this but this á time I flared up for a split second and threatened to bash him á up.  This is the latest incident when I lost my temper, though I á felt very bad about it later."
1095,guilt,My mother told me that the enveloppes that I had been tearing (I á had torn the stamps away) in good faith had been the first-day á enveloppes which my father had collected as a young man.
5359,joy,When the Cambridge results came out and I obtained a first á division.  I had been thinking that I had not done very well.
4878,shame,I felt ashamed of myself the first time I drank as nobody in the á family drinks.  I felt that I had let down my parents and my á friends.
7201,joy,Going to see a good film with my best friend.
6367,sadness,I had a girlfriend who lived several kilometers away from my á home. One day she wrote me that she'd visit me. On her way she á had a car accident and was badly injured. I was very sorry to see á her lying in a bed in the hospital.
798,anger,"My nephew is a deaf and also \hyperactive\"" boy. I had been á responsible for looking after him for a full day, and was very á tired. Then he suddenly grabbed a knife and stabbed me in the á leg. I got so angry that I didn't feel any pain."""
1830,anger,"A friend had promised to get me a book which was very important á for my work, but she forgot it."
686,fear,After mischieviously ringing on the chemist's trade-entrance á doorbell and getting caught by him.
5894,sadness,[ When my elders do not understand me in the right way.]
2785,anger,I have a friend that I deeply trusted but it happened that I lost á my confidence in her for which she herself was to blame.
2050,joy,"Eating biscuits and drinking Milo (Chocolate energy drink made á with milk and usually drunk warm) with my friend at College. We á get on really well, don't withold any feelings about each other's á friends and are pretty good at cheering each other up when we are á homesick."
6522,shame,When a certain girl I believed to be my life partner refused an á engagement.
3970,disgust,I saw a dog who was eating excrements.
2485,anger,"I don't use to lie to my parets about what I do, and the two á times that I felt anger were when they doubted me I said that I á was going to the club, and they didn't believe me because the day á before they had met me at FLIPERAMA. I had the wish to kill them."
921,guilt,Not helping parents enough at home and at the farm - this has á happened many times.
2422,disgust,When I felt the smell of industries that pollute.
4889,anger,"I was asked to stop studying economics, a field which interested á me, by my employers."
4240,sadness,I had a quarrell with my boyfriend and decided to finish with him á and and my Easter holidays.
6822,fear,I had fear of my father (parents) when I first became pregnant. I á was afraid of delivery itself and whether I would give birth to a á stiiborn or a baby.
3042,joy,When I knew that my husband and I were going to have a child.
6705,guilt,I cheated my boyfriend.
7166,joy,Going to a concert.
2088,sadness,Thinking about friends overseas.
4917,anger,At boarding school someone put a lot of tiny thorns on my bed.  á When I complained everybody began teasing me and laughing at my á inability to find out my enemies.  I lost my temper.
